id,target
2137,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
580,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2139,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
583,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
584,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2140,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
585,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2141,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2142,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
586,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
587,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
588,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
589,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2143,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
590,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
591,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2145,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
592,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2146,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
593,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
594,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
595,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
2148,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2150,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
597,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]"
598,"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]"
2152,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
600,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0]"
603,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0]"
604,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]"
606,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]"
607,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]"
608,"[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]"
609,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
2154,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
612,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
614,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
615,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
2156,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
616,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
2158,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
2159,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
619,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
2160,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
2162,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
622,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
2163,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
623,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
624,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
625,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
626,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2164,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
627,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2165,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
628,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
629,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
631,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2166,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
633,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
634,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
635,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
636,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
637,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2168,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
2169,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
638,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
639,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
640,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2170,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
641,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
642,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2171,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
2172,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
645,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2173,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
646,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2174,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
648,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
652,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
653,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
656,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
658,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
659,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
660,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
661,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
663,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
664,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
665,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2179,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
666,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
667,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
668,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2180,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
669,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2182,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2183,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
671,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
672,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
673,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
2184,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
674,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
2185,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
675,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
2186,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
681,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
2188,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
682,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
683,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
684,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
686,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
2189,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
687,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
688,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
2190,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
689,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
2191,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
690,"[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
691,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
692,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
2194,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
694,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
2195,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
696,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
697,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
698,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
699,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2196,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0]"
701,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
702,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
703,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2197,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
2198,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
704,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
706,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2199,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
708,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2200,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
709,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
710,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
711,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2201,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
712,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
713,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
714,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
715,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
716,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
717,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
718,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2203,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
720,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
721,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
2204,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
722,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
723,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
724,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
2205,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
2206,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
725,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
2207,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
726,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
728,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
2208,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
730,"[1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
731,"[1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
732,"[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
733,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
734,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
735,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]"
2212,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
736,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
737,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
738,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2213,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
739,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2214,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
740,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
742,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
743,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2217,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
745,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2218,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2219,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2220,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
747,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2221,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
749,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
750,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
751,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
752,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
753,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
754,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
756,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2224,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
757,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
758,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
760,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
762,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
763,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
2227,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
2228,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
766,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
768,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
769,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
2231,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]"
770,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
771,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
773,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
2233,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]"
774,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
775,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
776,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
777,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
2235,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1]"
778,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
2236,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]"
779,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
780,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
2237,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1]"
2239,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1]"
784,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2241,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2242,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
791,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
792,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
793,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
795,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2244,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
796,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
797,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
2247,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]"
799,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
800,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
801,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2248,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
2249,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
804,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
805,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
806,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
808,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2253,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
810,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
811,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
812,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
2254,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]"
813,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2255,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]"
814,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2256,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]"
815,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
816,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
818,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2257,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]"
820,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
822,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
2258,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
823,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
824,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
825,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
826,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
827,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2261,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
828,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
830,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
2262,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
832,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
2263,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
833,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
2264,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
835,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2265,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
836,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2266,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
837,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2267,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2269,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2270,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2271,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
842,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2273,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
843,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
844,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2275,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
846,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
2276,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
2277,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
848,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
849,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2278,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
850,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2279,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
851,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
852,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
853,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
854,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2281,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
855,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
856,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2282,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
860,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
861,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
862,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
863,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
864,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
865,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
866,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2287,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1]"
2288,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
868,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
870,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
871,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
872,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2291,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1]"
873,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2292,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]"
2293,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
875,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
876,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
877,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2294,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
878,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
880,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2297,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
881,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2298,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
882,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2299,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
883,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2300,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
884,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2301,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
885,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2302,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
886,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2303,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
2304,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
887,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
